contract_id,gt_classes,pred_classes,tp_classes,fp_classes,fn_classes,runtime_seconds,gt_reentrancy,pred_reentrancy,gt_access_control,pred_access_control,gt_timestamp_dependency,pred_timestamp_dependency,model,use_moderator,skipped,reentrancy_spec,access_control_spec,timestamp_dependency_spec,specialist_union,moderator_classes,moderator_error,reentrancy_spec_tokens,access_control_spec_tokens,timestamp_dependency_spec_tokens,moderator_tokens,total_tokens
access_control/FibonacciBalance.sol,access_control,access_control,access_control,,,71.456,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,1192,1335,705,4140,7372
access_control/arbitrary_location_write_simple.sol,access_control,access_control,access_control,,,19.577,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,573,1114,538,1119,3344
access_control/incorrect_constructor_name1.sol,access_control,access_control,access_control,,,10.167,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,676,603,455,786,2520
access_control/incorrect_constructor_name2.sol,access_control,access_control,access_control,,,10.206,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,572,700,427,910,2609
access_control/incorrect_constructor_name3.sol,access_control,access_control,access_control,,,8.416,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,546,615,430,781,2372
access_control/mapping_write.sol,access_control,access_control,access_control,,,15.629,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,616,941,483,854,2894
access_control/multiowned_vulnerable.sol,access_control,access_control,access_control,,,7.78,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,799,798,665,923,3185
access_control/mycontract.sol,access_control,access_control,access_control,,,13.27,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,465,692,421,692,2270
access_control/parity_wallet_bug_1.sol,access_control,access_control,access_control,,,116.789,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,access_control,,7664,5142,8258,9132,30196
access_control/parity_wallet_bug_2.sol,access_control,access_control|reentrancy|timestamp_dependency,access_control,reentrancy|timestamp_dependency,,110.117,0,1,1,1,0,1,gpt-5.5,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy|access_control|timestamp_dependency,,8331,6096,6950,7028,28405
access_control/phishable.sol,access_control,access_control,access_control,,,11.254,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,533,651,405,743,2332
access_control/proxy.sol,access_control,access_control,access_control,,,8.095,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,464,645,415,713,2237
access_control/rubixi.sol,access_control,access_control,access_control,,,32.126,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,access_control,,3107,1890,1566,2514,9077
access_control/simple_suicide.sol,access_control,access_control,access_control,,,7.544,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,431,566,386,697,2080
access_control/unprotected0.sol,access_control,access_control,access_control,,,7.246,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,457,693,459,677,2286
