contract_id,gt_classes,pred_classes,tp_classes,fp_classes,fn_classes,runtime_seconds,gt_reentrancy,pred_reentrancy,gt_access_control,pred_access_control,gt_timestamp_dependency,pred_timestamp_dependency,model,use_moderator,skipped,reentrancy_spec,access_control_spec,timestamp_dependency_spec,specialist_union,moderator_classes,moderator_error,reentrancy_spec_tokens,access_control_spec_tokens,timestamp_dependency_spec_tokens,moderator_tokens,total_tokens
access_control/FibonacciBalance.sol,access_control,access_control,access_control,,,45.024,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,1045,1344,709,2574,5672
access_control/arbitrary_location_write_simple.sol,access_control,access_control,access_control,,,21.863,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,598,1182,536,1338,3654
access_control/incorrect_constructor_name1.sol,access_control,access_control,access_control,,,9.648,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,616,543,453,767,2379
access_control/incorrect_constructor_name2.sol,access_control,access_control,access_control,,,11.337,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,529,679,426,826,2460
access_control/incorrect_constructor_name3.sol,access_control,access_control,access_control,,,10.602,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,592,563,427,767,2349
access_control/mapping_write.sol,access_control,access_control,access_control,,,16.626,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,598,904,487,988,2977
access_control/multiowned_vulnerable.sol,access_control,access_control,access_control,,,17.86,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,744,971,659,982,3356
access_control/mycontract.sol,access_control,access_control,access_control,,,13.524,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,634,670,422,673,2399
access_control/parity_wallet_bug_1.sol,access_control,access_control,access_control,,,144.505,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,access_control,,8358,5069,7032,9671,30130
access_control/parity_wallet_bug_2.sol,access_control,access_control,access_control,,,140.376,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,access_control,,6568,7201,7140,9150,30059
access_control/phishable.sol,access_control,access_control,access_control,,,9.264,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,514,607,417,664,2202
access_control/proxy.sol,access_control,access_control,access_control,,,9.695,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,455,645,416,694,2210
access_control/rubixi.sol,access_control,access_control,access_control,,,28.42,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,access_control,,2837,1735,1565,2495,8632
access_control/simple_suicide.sol,access_control,access_control,access_control,,,6.934,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,444,569,389,644,2046
access_control/unprotected0.sol,access_control,access_control,access_control,,,18.799,0,0,1,1,0,0,gpt-5.5,1,0,,access_control,,access_control,access_control,,457,547,460,679,2143
access_control/wallet_02_refund_nosub.sol,access_control,access_control,access_control,,,20.513,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,access_control,,1187,846,563,1224,3820
access_control/wallet_03_wrong_constructor.sol,access_control,access_control,access_control,,,13.681,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,access_control,,852,802,535,999,3188
access_control/wallet_04_confused_sign.sol,access_control,access_control,access_control,,,17.558,0,0,1,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,access_control,,965,761,541,1147,3414
reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,19.208,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1129,1319,798,1509,4755
reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,reentrancy,reentrancy,reentrancy,,,13.646,1,1,0,0,0,0,gpt-5.5,1,0,reentrancy,,,reentrancy,reentrancy,,896,728,659,1005,3288
reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,28.441,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1165,1394,798,2167,5524
reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,20.034,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1045,1227,792,1608,4672
reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,22.843,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1057,1336,748,1596,4737
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,reentrancy,access_control|reentrancy,reentrancy,access_control,,109.723,1,1,0,1,0,0,gpt-5.5,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,1150,1813,734,5719,9416
reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,reentrancy,reentrancy|timestamp_dependency,reentrancy,timestamp_dependency,,17.113,1,1,0,0,0,1,gpt-5.5,1,0,reentrancy,,timestamp_dependency,reentrancy|timestamp_dependency,reentrancy|timestamp_dependency,,918,779,1120,1269,4086
