contract_id,gt_classes,pred_classes,tp_classes,fp_classes,fn_classes,runtime_seconds,gt_reentrancy,pred_reentrancy,gt_access_control,pred_access_control,gt_timestamp_dependency,pred_timestamp_dependency,model,use_moderator,skipped,reentrancy_spec,access_control_spec,timestamp_dependency_spec,specialist_union,moderator_classes,moderator_error,reentrancy_spec_tokens,access_control_spec_tokens,timestamp_dependency_spec_tokens,moderator_tokens,total_tokens
access_control/FibonacciBalance.sol,access_control,reentrancy,,reentrancy,access_control,3.069,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,722,801,676,975,3174
access_control/arbitrary_location_write_simple.sol,access_control,timestamp_dependency,,timestamp_dependency,access_control,2.432,0,0,1,0,0,1,gpt-4.1-nano,1,0,,access_control,,access_control,timestamp_dependency,,506,572,510,701,2289
access_control/incorrect_constructor_name1.sol,access_control,access_control,access_control,,,2.292,0,0,1,1,0,0,gpt-4.1-nano,1,0,,access_control,,access_control,access_control,,422,494,426,630,1972
access_control/incorrect_constructor_name2.sol,access_control,reentrancy,,reentrancy,access_control,6.12,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,442,467,398,637,1944
access_control/incorrect_constructor_name3.sol,access_control,access_control,access_control,,,3.026,0,0,1,1,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,access_control,,450,470,398,676,1994
access_control/mapping_write.sol,access_control,reentrancy,,reentrancy,access_control,4.911,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,512,527,457,719,2215
access_control/multiowned_vulnerable.sol,access_control,reentrancy,,reentrancy,access_control,5.377,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy,,682,700,632,882,2896
access_control/mycontract.sol,access_control,reentrancy,,reentrancy,access_control,2.389,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy,,443,451,441,684,2019
access_control/parity_wallet_bug_1.sol,access_control,access_control,access_control,,,2.441,0,0,1,1,0,0,gpt-4.1-nano,1,0,,access_control,,access_control,access_control,,4488,4562,4492,4687,18229
access_control/parity_wallet_bug_2.sol,access_control,reentrancy,,reentrancy,access_control,5.874,0,1,1,0,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,timestamp_dependency,reentrancy|access_control|timestamp_dependency,reentrancy,,3961,3961,4010,4281,16213
access_control/phishable.sol,access_control,access_control|reentrancy,access_control,reentrancy,,3.885,0,1,1,1,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,432,438,379,672,1921
access_control/proxy.sol,access_control,access_control|reentrancy,access_control,reentrancy,,5.24,0,1,1,1,0,0,gpt-4.1-nano,1,0,reentrancy,access_control,,reentrancy|access_control,reentrancy|access_control,,440,520,387,767,2114
